oclc_num,bibnumber,last_update,creator,title,extent,match_type,terms,context_snippets,rule_ids
(OCoLC)ocm54479568,442471,20220706162233.0,NULL,The Kremlin in commotion :or -- the Grand Lama sick of the horn cholic[print].,1 print :etching ;image: 244 x 371 mm ; plate mark: 260 x 380 ; sheet: 265 x 380 mm,summary,wife,"Highly scatological print shows King George IV fallen to the floor, clutching his stomach; near him are a ""Plan for Divorce,"" a decanter, cup, playing cards, and dice. In the background sits his estranged wife Caroline about to be crowned by Justice while surrounded by her loyal supporters. The King complains, ""O vision of horror! O hateful sight! My Wife crown'd / I cannot survive it! A red-hot goose runs hissing / through my bowels. Cabbage! Cabbage Oh! Oh!"" He is surrounded by Castlereagh, wearing a conical hat topped by a tiny gallows with a hung figure and flail attached to the side; Eldon (?), in legal garb; and Canning and Sidmouth, both portrayed as caricatures of Chinese men. Sidmouth is about to admininster an enema to the King, saying ""Umph! I've got a dirty job."" Canning comments, ""That it should come to this / Doctor, thou worst of fools / Inject the clyster ere it cools."" Castlereagh says, ""Doctor Doctor, tis all over with us here / I shall go over to Ireland--""; Eldon replies, ""Pox him, how he stinks! / I'll retire to breathe fresh air.""",GenderTerms
(OCoLC)ocm54479568,442471,20220706162233.0,NULL,The Kremlin in commotion :or -- the Grand Lama sick of the horn cholic[print].,1 print :etching ;image: 244 x 371 mm ; plate mark: 260 x 380 ; sheet: 265 x 380 mm,summary,Wife,"Highly scatological print shows King George IV fallen to the floor, clutching his stomach; near him are a ""Plan for Divorce,"" a decanter, cup, playing cards, and dice. In the background sits his estranged wife Caroline about to be crowned by Justice while surrounded by her loyal supporters. The King complains, ""O vision of horror! O hateful sight! My Wife crown'd / I cannot survive it! A red-hot goose runs hissing / through my bowels. Cabbage! Cabbage Oh! Oh!"" He is surrounded by Castlereagh, wearing a conical hat topped by a tiny gallows with a hung figure and flail attached to the side; Eldon (?), in legal garb; and Canning and Sidmouth, both portrayed as caricatures of Chinese men. Sidmouth is about to admininster an enema to the King, saying ""Umph! I've got a dirty job."" Canning comments, ""That it should come to this / Doctor, thou worst of fools / Inject the clyster ere it cools."" Castlereagh says, ""Doctor Doctor, tis all over with us here / I shall go over to Ireland--""; Eldon replies, ""Pox him, how he stinks! / I'll retire to breathe fresh air.""",GenderTerms
(OCoLC)ocn270847407,186925,20240718164531.0,NULL,The royal rush light[print] /G. Cruikshank.,1 print :hand colored etching and aquatint ;7 3/4 x 12 5/8 inches; with border: 9 9/16 x 13 9/16 inches,summary,miss,"The King and Ministers, as domestic servants in déshabille, surround a rush-light, trying, with fierce intentness, to blow it out. The flame of the light encloses the head of Queen Caroline wearing her feathered hat; the rush is supported on a saveall formed of the head of Wood [Brougham, according to Reid, who is incorrect in some of the other identifications], and placed in a kitchen candlestick standing on a rectangular table. The centre figure is Eldon, his Chancellor's wig formed of a pair of breeches. He leans sideways and the King, wearing a night-cap, looks over his shoulder, blowing downwards. Next them is Wellington, whose blast is better directed than that of the others, but all miss the flame by blowing too low. On the left are two old women, Sidmouth, using his (green) clyster-pipe as a squirt, and Liverpool, whose night-cap is a green bag. Facing these are the Duke of York, next Eldon, and the Duke of Clarence on the extreme left, as a black man, whose strong but ill-directed blast is inscribed 'Slander'. Three other heads are in shadow, like the King; they watch with anxiety, but are not blowing; they are Castlereagh (left) and two women (right).",GenderTerms
(OCoLC)on1322472472,442393,20220706162829.0,"Charlet, Nicolas-Toussaint,1792-1845,lithographer.","Saint Georges poursuivant la femme Innocente, malheureuse et persécutée, ell s'appuie sur Jon-Bull qui se rit de tous deux[print].",1 print :hand-colored lithograph ;image: 213 x 265 mm ; sheet: 259 x 290 mm,summary,wife,"The Prince Regent (or George IV), dressed in armor, armed with a lance, and riding a leopard, threatens his wife Caroline. She holds onto the arm of John Bull, who stands between them, pointing at them both and laughing.",GenderTerms
(OCoLC)ocn270847345,186910,20240718164530.0,NULL,"The Mother Red Cap public house, in opposition to the Kings head[print] /G. Cruikshank.",1 print :etching ;4 3/4 x 7 5/8 inches,summary,unruly,"On the left is a pleasant old-fashioned tavern, 'The Kings Head', with a half length portrait of George IV in crown and robes. Ministers are seen within the open window, Castlereagh's profile on the left. A sturdy John Bull in top-boots stands outside, watching with distaste a disorderly and drunken rabble crowding round the door and (broken) window of the opposite house, the sign 'Mother Red Cap', a half length portrait of Queen Caroline, raddled and disreputable, a tricolour cockade in her conical hat. From the end of the beam supporting the sign hangs a pear, the emblem of Bergami. The house (right) is a ruinous timber structure, shored up by beams. An unruly crowd cavorts in front of it.",RaceEuphemisms
(OCoLC)ocn270847334,186907,20240718164530.0,NULL,"Non mi record xmlns=""http://www.loc.gov/marc21/slim""     xmlns:xsi=""http://www.w3.org/2001/xmlschema-instance""     xsi:schemalocation=""http://www.loc.gov/marc21/slim http://www.loc.gov/standards/marcxml/schema/marc21slim.xsd""o the captain of the gang, or, The principal evidence for the King's divorce bill[print] /[W. Heath].",1 print :hand colored etching ;11 5/8 x 8 7/16 inches,summary,Gentleman,"Theodore Majocchi, with a villainous squint, grotesquely dressed as a dandy, stands full-face, holding out a large rolled document: 'Orders for the Milan Commission' and a large purse filled with gold coins: 'Secret Service Money'. He wears a small high-crowned hat: 'made by the Dandy Military Tailor in Pall Mall'. On the lapels of his coat are two portrait medallions, one of 'Mrs Q', the other of the 'K--g'. From a pocket hangs a long paper: 'Minutes of a conversation with a fat goodlooking Gentleman in Pall Mall on the Day George the III was Buried.' A long cylinder attached (?) to a coat-tail is inscribed 'Perjury . . . Per . . . Perjury'. He wears long trousers of hussar pattern, coat with small tails open over a tight white waistcoat: all his clothes are inscribed 'Government Stores'.",Aggrandizement
(OCoLC)ocn270847339,186908,20240718164530.0,NULL,The radical ladder[print] /G. Cruikshank fect.,1 print :etching ;7 1/4 x 4 5/16 inches,summary,foremost,"Queen Caroline reaches the top step of a flimsy double-ladder, pushed by the foremost of a train of gnome-like Jacobins who scramble up behind her or wait (right) to ascend. She holds a blazing firebrand emitting clouds of smoke, with which she tries to reach the royal crown (irradiated), which rests on a cushion and Bible, on the summit of a pillar representing the Constitution. On the square base are the equally balanced scales of Justice. The Queen wears a feathered hat and an enormously long cloak, under which the Radicals on the ladder are sheltering. The rungs of the ladder are: 'Spa Fields Riot'; 'Smithfield', Hunt climbs from one to the other; 'Hunts Procession'; 'Peter[loo]'; 'Cato Stre[et'; 'Queens Arrival'; 'Radical Address'; 'Mob Government' [the top]. The back of the ladder (reading downwards): 'Revolution'; 'Anarchy'; 'Ruin'.",Aggrandizement
(OCoLC)ocn270847339,186908,20240718164530.0,NULL,The radical ladder[print] /G. Cruikshank fect.,1 print :etching ;7 1/4 x 4 5/16 inches,summary,Riot,"Queen Caroline reaches the top step of a flimsy double-ladder, pushed by the foremost of a train of gnome-like Jacobins who scramble up behind her or wait (right) to ascend. She holds a blazing firebrand emitting clouds of smoke, with which she tries to reach the royal crown (irradiated), which rests on a cushion and Bible, on the summit of a pillar representing the Constitution. On the square base are the equally balanced scales of Justice. The Queen wears a feathered hat and an enormously long cloak, under which the Radicals on the ladder are sheltering. The rungs of the ladder are: 'Spa Fields Riot'; 'Smithfield', Hunt climbs from one to the other; 'Hunts Procession'; 'Peter[loo]'; 'Cato Stre[et'; 'Queens Arrival'; 'Radical Address'; 'Mob Government' [the top]. The back of the ladder (reading downwards): 'Revolution'; 'Anarchy'; 'Ruin'.",RaceEuphemisms
(OCoLC)ocn270847383,186919,20240718164531.0,NULL,Grand entrance to bamboozl'em[print] /[? T. Lane].,1 print :hand colored engraving ;8 5/8 x 15 1/2 in. (border cropped),summary,coloured,"Queen Caroline and Alderman Wood head a procession through the City, all riding asses. They advance towards a group of Radical Reformers with placards who wave their hats. Wood is dressed as a jester in party-coloured clothes, red and yellow, here indicating the royal liveries used by the Queen; he takes the Queen's right hand; his right hand is on his breast, and he looks with eager anticipation at the Reformers. Behind him is the profile of Lady Ann Hamilton, who plays a fiddle; she wears a much-feathered (military) Scots cap. The Queen wears a red cap with the décolletée over-dress with frilled trousers, a large miniature of Bergami hanging from her waist.",RaceEuphemisms
(OCoLC)ocn270847274,186887,20240718164528.0,"Cruikshank, George,1792-1878,engraver.",Ah! Sure such a pair was never seen so justly form'd to meet by nature[print] /Broom [Brougham] invt. ; G. Cruikshank fect.,1 print :hand colored etching ;8 7/8 x 14 5/8 inches; with border: 9 7/8 x 15 1/8 inches,summary,wife,"From two huge green bags, pear-shaped and broad-based, emerge respectively the heads of King George IV and Queen Caroline. They stand on the surface of a table forming the base of the design. The King's bag (left) is the larger; with averted head he looks sideways at his wife with an expression of terrified fury. She looks towards him with demure provocation. He wears a crown, she a triple ostrich plume in her hat to show that she is denied her tatus. Round the vast girth of the King's bag is a buckled garter; round the Queen's a blue (Garter) ribbon inscribed '. . . Droit. Honi . Soit. Qui . Mal. y . Pense.' By the former bag is a paper: 'Ordered to lie [scored through] lay on the table'; by the latter: 'Secret Committe [sic]--'.",GenderTerms
